,train0,train1,train2,train3,train4,train5,train6,train7,train8,train9,train10,train11,train12,train13,train14,train15,train16,train17,train18,train19,train20,train21,train22,train23,train24,train25,train26,train27,train28,train29,train30,test0,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test11,test12,test13,test14,test15,test16,test17,test18,test19,test20,test21,test22,test23,test24,test25,test26,test27,test28,test29,test30
10,0.479999989,0.579999983,0.620000005,0.800000012,0.560000002,0.540000021,0.720000029,0.75999999,0.680000007,0.74000001,0.519999981,0.680000007,0.660000026,0.620000005,0.639999986,0.579999983,0.680000007,0.660000026,0.479999989,0.460000008,0.779999971,0.680000007,0.74000001,0.379999995,0.680000007,0.699999988,0.579999983,0.639999986,0.600000024,0.600000024,0.579999983,0.579999983,0.400000006,0.5,0.819999993,0.460000008,0.800000012,0.899999976,0.699999988,0.319999993,0.660000026,0.280000001,0.819999993,0.379999995,0.419999987,0.660000026,0.400000006,0.5,0.239999995,0.200000003,0.579999983,0.360000014,0.439999998,0.540000021,0.579999983,0.660000026,0.819999993,0.540000021,0.519999981,0.639999986,0.319999993,0.620000005
11,0.620000005,0.660000026,0.560000002,0.800000012,0.699999988,0.720000029,0.74000001,0.779999971,0.620000005,0.639999986,0.560000002,0.779999971,0.779999971,0.75999999,0.779999971,0.519999981,0.600000024,0.74000001,0.519999981,0.639999986,0.899999976,0.540000021,0.819999993,0.540000021,0.579999983,0.699999988,0.74000001,0.74000001,0.479999989,0.600000024,0.600000024,0.660000026,0.400000006,0.579999983,0.879999995,0.560000002,0.879999995,0.920000017,0.639999986,0.319999993,0.579999983,0.280000001,0.75999999,0.439999998,0.439999998,0.5,0.479999989,0.620000005,0.300000012,0.280000001,0.579999983,0.460000008,0.360000014,0.479999989,0.779999971,0.600000024,0.939999998,0.560000002,0.460000008,0.600000024,0.400000006,0.699999988
12,0.579999983,0.720000029,0.660000026,0.879999995,0.680000007,0.600000024,0.800000012,0.860000014,0.899999976,0.699999988,0.779999971,0.800000012,0.839999974,0.860000014,0.699999988,0.400000006,0.74000001,0.579999983,0.699999988,0.720000029,0.839999974,0.620000005,0.779999971,0.680000007,0.639999986,0.779999971,0.680000007,0.720000029,0.680000007,0.800000012,0.639999986,0.800000012,0.419999987,0.579999983,0.899999976,0.479999989,0.819999993,0.980000019,0.74000001,0.560000002,0.540000021,0.25999999,0.879999995,0.519999981,0.540000021,0.680000007,0.340000004,0.519999981,0.360000014,0.300000012,0.680000007,0.639999986,0.360000014,0.620000005,0.74000001,0.779999971,0.879999995,0.600000024,0.540000021,0.620000005,0.319999993,0.660000026
13,0.779999971,0.699999988,0.680000007,0.879999995,0.74000001,0.75999999,0.680000007,0.860000014,0.920000017,0.74000001,0.540000021,0.800000012,0.839999974,0.699999988,0.699999988,0.5,0.699999988,0.75999999,0.800000012,0.74000001,0.800000012,0.639999986,0.939999998,0.660000026,0.680000007,0.899999976,0.680000007,0.839999974,0.560000002,0.600000024,0.819999993,0.74000001,0.439999998,0.639999986,0.920000017,0.519999981,0.819999993,0.959999979,0.680000007,0.699999988,0.660000026,0.439999998,0.819999993,0.479999989,0.680000007,0.660000026,0.340000004,0.5,0.319999993,0.25999999,0.699999988,0.819999993,0.439999998,0.460000008,0.860000014,0.800000012,0.959999979,0.600000024,0.579999983,0.75999999,0.360000014,0.800000012
14,0.720000029,0.75999999,0.779999971,0.75999999,0.699999988,0.800000012,0.819999993,0.800000012,0.75999999,0.720000029,0.819999993,0.819999993,0.74000001,0.74000001,0.74000001,0.660000026,0.779999971,0.699999988,0.699999988,0.699999988,0.819999993,0.620000005,0.920000017,0.680000007,0.819999993,0.839999974,0.779999971,0.879999995,0.779999971,0.75999999,0.660000026,0.720000029,0.460000008,0.74000001,0.959999979,0.560000002,0.879999995,0.959999979,0.75999999,0.699999988,0.600000024,0.379999995,0.839999974,0.600000024,0.660000026,0.720000029,0.400000006,0.579999983,0.360000014,0.379999995,0.74000001,0.75999999,0.460000008,0.620000005,0.800000012,0.620000005,0.920000017,0.560000002,0.75999999,0.74000001,0.340000004,0.720000029
15,0.779999971,0.74000001,0.800000012,0.839999974,0.839999974,0.920000017,0.800000012,0.75999999,0.839999974,0.680000007,0.75999999,0.800000012,0.779999971,0.699999988,0.800000012,0.680000007,0.860000014,0.800000012,0.74000001,0.660000026,0.839999974,0.720000029,0.939999998,0.75999999,0.839999974,0.800000012,0.699999988,0.779999971,0.699999988,0.720000029,0.779999971,0.839999974,0.479999989,0.680000007,0.879999995,0.680000007,0.879999995,0.980000019,0.819999993,0.660000026,0.680000007,0.319999993,0.959999979,0.660000026,0.620000005,0.699999988,0.460000008,0.720000029,0.5,0.540000021,0.74000001,0.74000001,0.540000021,0.699999988,0.800000012,0.75999999,0.860000014,0.720000029,0.660000026,0.699999988,0.340000004,0.980000019
16,0.860000014,0.800000012,0.839999974,0.800000012,0.860000014,0.959999979,0.819999993,0.819999993,0.899999976,0.800000012,0.75999999,0.779999971,0.899999976,0.860000014,0.779999971,0.720000029,0.920000017,0.699999988,0.839999974,0.74000001,0.779999971,0.819999993,0.839999974,0.680000007,0.879999995,0.839999974,0.819999993,0.839999974,0.75999999,0.879999995,0.819999993,0.680000007,0.519999981,0.75999999,0.980000019,0.800000012,0.920000017,0.959999979,0.75999999,0.639999986,0.699999988,0.319999993,0.879999995,0.620000005,0.560000002,0.620000005,0.620000005,0.860000014,0.379999995,0.419999987,0.860000014,0.839999974,0.620000005,0.519999981,0.800000012,0.699999988,0.879999995,0.660000026,0.660000026,0.899999976,0.75999999,0.980000019
17,0.779999971,0.819999993,0.779999971,0.879999995,0.899999976,0.860000014,0.879999995,0.879999995,0.879999995,0.920000017,0.860000014,0.800000012,0.800000012,0.860000014,0.74000001,0.939999998,0.839999974,0.839999974,0.839999974,0.620000005,0.980000019,0.879999995,0.920000017,0.720000029,0.860000014,0.860000014,0.819999993,0.899999976,0.819999993,0.939999998,0.75999999,0.680000007,0.479999989,0.639999986,0.939999998,0.639999986,0.899999976,0.980000019,0.819999993,0.720000029,0.75999999,0.360000014,0.959999979,0.639999986,0.660000026,0.74000001,0.620000005,0.800000012,0.5,0.560000002,0.800000012,0.899999976,0.639999986,0.519999981,0.920000017,0.779999971,0.860000014,0.600000024,0.819999993,0.860000014,0.699999988,1
18,0.819999993,0.800000012,0.839999974,0.920000017,0.800000012,0.939999998,0.779999971,0.800000012,0.860000014,0.879999995,0.779999971,0.819999993,0.75999999,0.720000029,0.899999976,0.860000014,0.879999995,0.720000029,0.660000026,0.75999999,0.920000017,0.860000014,0.839999974,0.75999999,0.779999971,0.899999976,0.860000014,0.819999993,0.899999976,0.879999995,0.860000014,0.74000001,0.540000021,0.699999988,0.899999976,0.74000001,0.939999998,0.959999979,0.779999971,0.75999999,0.939999998,0.419999987,0.959999979,0.699999988,0.519999981,0.600000024,0.560000002,0.800000012,0.400000006,0.400000006,0.920000017,0.819999993,0.879999995,0.579999983,0.860000014,0.860000014,0.920000017,0.75999999,0.779999971,0.839999974,0.660000026,0.959999979
19,0.75999999,0.860000014,0.800000012,0.819999993,0.800000012,0.939999998,0.920000017,0.899999976,0.819999993,0.899999976,0.819999993,0.839999974,0.839999974,0.779999971,0.75999999,0.839999974,0.879999995,0.819999993,0.899999976,0.680000007,0.839999974,0.74000001,0.939999998,0.879999995,0.800000012,0.899999976,0.879999995,0.920000017,0.819999993,0.839999974,0.779999971,0.74000001,0.639999986,0.839999974,0.920000017,0.699999988,0.879999995,0.939999998,0.74000001,0.74000001,0.699999988,0.319999993,0.879999995,0.540000021,0.540000021,0.680000007,0.699999988,0.839999974,0.579999983,0.419999987,0.779999971,0.839999974,0.819999993,0.579999983,0.800000012,0.839999974,0.879999995,0.779999971,0.839999974,0.939999998,0.74000001,0.939999998
20,0.860000014,0.819999993,0.800000012,0.800000012,0.74000001,0.920000017,0.899999976,0.860000014,0.800000012,0.800000012,0.779999971,0.75999999,0.860000014,0.74000001,0.920000017,0.920000017,0.800000012,0.720000029,0.899999976,0.860000014,0.879999995,0.839999974,0.959999979,0.75999999,0.75999999,0.899999976,0.819999993,0.920000017,0.899999976,0.899999976,0.839999974,0.819999993,0.460000008,0.839999974,0.959999979,0.680000007,0.920000017,0.939999998,0.74000001,0.680000007,0.779999971,0.400000006,0.899999976,0.699999988,0.699999988,0.680000007,0.74000001,0.860000014,0.579999983,0.560000002,0.899999976,0.839999974,0.779999971,0.680000007,0.879999995,0.800000012,0.899999976,0.660000026,0.920000017,0.839999974,0.699999988,0.980000019
21,0.819999993,0.879999995,0.899999976,0.920000017,0.75999999,0.939999998,0.839999974,0.800000012,0.860000014,0.720000029,0.839999974,0.839999974,0.839999974,0.699999988,0.939999998,0.920000017,0.920000017,0.800000012,0.819999993,0.819999993,0.920000017,0.860000014,0.860000014,0.800000012,0.699999988,0.879999995,0.819999993,0.879999995,0.800000012,0.920000017,0.839999974,0.680000007,0.419999987,0.819999993,0.920000017,0.699999988,0.939999998,1,0.819999993,0.75999999,0.800000012,0.5,0.939999998,0.699999988,0.699999988,0.680000007,0.600000024,0.920000017,0.5,0.519999981,0.939999998,0.779999971,0.839999974,0.660000026,0.899999976,0.899999976,0.920000017,0.74000001,0.920000017,0.899999976,0.819999993,1
22,0.920000017,0.860000014,0.800000012,0.839999974,0.75999999,0.939999998,0.839999974,0.899999976,0.860000014,0.699999988,0.800000012,0.779999971,0.860000014,0.800000012,0.899999976,0.860000014,0.800000012,0.860000014,0.879999995,0.74000001,0.959999979,0.939999998,0.920000017,0.860000014,0.860000014,0.879999995,0.860000014,0.860000014,0.899999976,0.899999976,0.899999976,0.819999993,0.600000024,0.75999999,0.920000017,0.699999988,0.920000017,0.939999998,0.819999993,0.620000005,0.899999976,0.439999998,0.920000017,0.779999971,0.680000007,0.720000029,0.680000007,0.800000012,0.5,0.540000021,0.860000014,0.779999971,0.959999979,0.699999988,0.920000017,0.819999993,0.959999979,0.839999974,0.920000017,0.899999976,0.74000001,0.980000019
23,0.879999995,0.75999999,0.899999976,0.860000014,0.75999999,0.939999998,0.860000014,0.819999993,0.879999995,0.74000001,0.720000029,0.920000017,0.959999979,0.879999995,0.899999976,0.959999979,0.959999979,0.819999993,0.860000014,0.779999971,0.879999995,0.939999998,0.860000014,0.779999971,0.819999993,0.879999995,0.920000017,0.899999976,0.839999974,0.920000017,0.959999979,0.819999993,0.639999986,0.839999974,0.879999995,0.620000005,0.860000014,0.980000019,0.800000012,0.720000029,0.860000014,0.460000008,0.839999974,0.74000001,0.720000029,0.779999971,0.660000026,0.839999974,0.639999986,0.899999976,0.879999995,0.839999974,0.899999976,0.579999983,0.920000017,0.819999993,0.939999998,0.720000029,0.939999998,0.899999976,0.839999974,0.980000019
24,0.899999976,0.920000017,0.939999998,0.860000014,0.920000017,0.899999976,0.839999974,0.939999998,0.839999974,0.899999976,0.839999974,0.879999995,0.879999995,0.660000026,0.839999974,1,0.860000014,0.839999974,0.860000014,0.779999971,0.920000017,0.879999995,0.959999979,0.920000017,0.75999999,0.860000014,0.839999974,0.939999998,0.899999976,0.899999976,0.920000017,0.75999999,0.600000024,0.75999999,0.980000019,0.75999999,0.920000017,0.899999976,0.75999999,0.600000024,0.74000001,0.400000006,0.939999998,0.639999986,0.699999988,0.779999971,0.680000007,0.920000017,0.699999988,0.819999993,0.980000019,0.879999995,0.899999976,0.699999988,0.939999998,0.860000014,0.920000017,0.819999993,0.939999998,0.959999979,0.779999971,1
25,0.800000012,0.800000012,0.939999998,0.860000014,0.75999999,0.860000014,0.819999993,0.899999976,0.879999995,0.819999993,0.879999995,0.939999998,0.839999974,0.839999974,0.899999976,0.839999974,0.920000017,0.879999995,0.939999998,0.899999976,0.980000019,0.879999995,0.920000017,0.860000014,0.819999993,0.939999998,0.879999995,0.839999974,0.860000014,0.899999976,0.980000019,0.75999999,0.680000007,0.800000012,0.980000019,0.75999999,0.920000017,0.920000017,0.819999993,0.699999988,0.779999971,0.460000008,0.860000014,0.720000029,0.800000012,0.720000029,0.680000007,0.939999998,0.839999974,0.839999974,0.899999976,0.819999993,0.860000014,0.579999983,0.899999976,0.939999998,0.980000019,0.75999999,0.879999995,0.920000017,0.680000007,0.980000019
26,0.800000012,0.819999993,0.879999995,0.860000014,0.839999974,0.879999995,0.899999976,0.879999995,0.939999998,0.860000014,0.939999998,0.879999995,0.899999976,0.839999974,0.75999999,0.860000014,0.839999974,0.860000014,0.860000014,0.899999976,0.959999979,0.879999995,0.920000017,0.779999971,0.860000014,0.860000014,0.939999998,0.939999998,0.860000014,0.920000017,0.920000017,0.779999971,0.680000007,0.779999971,0.899999976,0.74000001,0.920000017,0.959999979,0.680000007,0.600000024,0.839999974,0.519999981,0.959999979,0.74000001,0.779999971,0.699999988,0.600000024,0.899999976,0.660000026,0.779999971,0.899999976,0.800000012,0.779999971,0.620000005,0.939999998,0.899999976,0.959999979,0.879999995,0.920000017,0.980000019,0.779999971,1
27,0.879999995,0.860000014,0.74000001,0.860000014,0.800000012,0.939999998,0.879999995,0.939999998,0.939999998,0.899999976,0.860000014,0.879999995,0.879999995,0.839999974,0.879999995,0.920000017,0.920000017,0.879999995,0.839999974,0.879999995,0.939999998,0.860000014,0.899999976,0.839999974,0.800000012,0.899999976,0.899999976,1,0.920000017,0.879999995,0.819999993,0.839999974,0.560000002,0.779999971,1,0.720000029,0.920000017,0.980000019,0.860000014,0.74000001,0.899999976,0.540000021,0.959999979,0.699999988,0.899999976,0.779999971,0.699999988,0.920000017,0.720000029,0.839999974,0.939999998,0.920000017,0.819999993,0.620000005,1,0.959999979,0.939999998,0.839999974,0.939999998,0.939999998,0.74000001,0.980000019
28,0.839999974,0.800000012,0.920000017,0.879999995,0.899999976,0.920000017,0.959999979,0.800000012,0.860000014,0.939999998,0.879999995,0.800000012,0.819999993,0.819999993,0.920000017,0.959999979,0.939999998,0.939999998,0.920000017,0.839999974,0.939999998,0.939999998,0.920000017,0.879999995,0.920000017,0.899999976,0.899999976,0.939999998,0.899999976,0.920000017,0.879999995,0.74000001,0.560000002,0.75999999,0.939999998,0.75999999,0.879999995,1,0.74000001,0.779999971,0.800000012,0.660000026,0.899999976,0.800000012,0.74000001,0.680000007,0.639999986,0.920000017,0.779999971,0.860000014,0.920000017,0.74000001,0.939999998,0.720000029,0.959999979,0.879999995,0.939999998,0.879999995,0.959999979,0.839999974,0.819999993,1
29,0.860000014,0.920000017,0.899999976,0.879999995,0.920000017,0.879999995,0.800000012,0.839999974,0.860000014,0.860000014,0.779999971,0.939999998,0.920000017,0.879999995,0.879999995,0.899999976,0.959999979,0.779999971,0.839999974,0.899999976,0.959999979,0.939999998,0.899999976,0.959999979,0.920000017,0.939999998,0.860000014,0.899999976,0.920000017,0.920000017,0.920000017,0.75999999,0.519999981,0.779999971,0.959999979,0.819999993,0.920000017,0.980000019,0.879999995,0.699999988,0.860000014,0.540000021,0.920000017,0.660000026,0.74000001,0.680000007,0.519999981,0.879999995,0.800000012,0.920000017,0.899999976,0.839999974,0.959999979,0.600000024,0.959999979,0.879999995,1,0.800000012,0.899999976,0.959999979,0.819999993,0.959999979
30,0.879999995,0.899999976,0.839999974,0.860000014,0.860000014,0.899999976,0.899999976,0.959999979,0.800000012,0.839999974,0.939999998,0.879999995,0.860000014,0.899999976,0.879999995,0.839999974,0.879999995,0.879999995,0.899999976,0.839999974,0.839999974,0.899999976,0.920000017,0.939999998,0.939999998,0.899999976,0.939999998,0.959999979,0.939999998,0.980000019,0.939999998,0.839999974,0.680000007,0.779999971,0.939999998,0.879999995,0.879999995,0.959999979,0.860000014,0.839999974,0.879999995,0.579999983,0.920000017,0.779999971,0.860000014,0.779999971,0.579999983,0.920000017,0.800000012,0.920000017,0.899999976,0.839999974,0.899999976,0.620000005,0.980000019,0.899999976,0.939999998,0.779999971,0.920000017,0.959999979,0.699999988,1
31,0.860000014,0.899999976,0.920000017,0.939999998,0.939999998,0.980000019,0.920000017,0.860000014,0.939999998,0.939999998,0.779999971,0.899999976,0.939999998,0.839999974,0.74000001,0.819999993,0.920000017,0.899999976,0.879999995,0.860000014,0.980000019,0.839999974,0.920000017,0.980000019,0.959999979,0.959999979,0.899999976,0.920000017,0.939999998,0.980000019,0.879999995,0.839999974,0.579999983,0.819999993,1,0.779999971,0.959999979,1,0.779999971,0.720000029,0.839999974,0.660000026,0.860000014,0.819999993,0.75999999,0.779999971,0.660000026,0.920000017,0.819999993,0.879999995,0.879999995,0.779999971,0.899999976,0.639999986,0.899999976,0.920000017,0.899999976,0.879999995,0.959999979,0.860000014,0.75999999,0.980000019
32,0.899999976,0.939999998,0.839999974,0.959999979,0.920000017,0.899999976,0.899999976,0.899999976,0.899999976,0.920000017,0.939999998,0.879999995,0.75999999,0.839999974,0.939999998,0.879999995,0.939999998,0.800000012,0.959999979,0.939999998,0.959999979,0.899999976,0.920000017,0.920000017,0.939999998,0.939999998,0.959999979,0.959999979,0.920000017,0.839999974,0.939999998,0.800000012,0.680000007,0.779999971,0.980000019,0.800000012,0.879999995,0.959999979,0.75999999,0.779999971,0.920000017,0.639999986,0.939999998,0.779999971,0.819999993,0.779999971,0.660000026,0.860000014,0.699999988,0.879999995,0.879999995,0.899999976,0.899999976,0.639999986,0.980000019,0.939999998,0.899999976,0.920000017,0.939999998,0.920000017,0.800000012,1
33,0.839999974,0.860000014,0.860000014,0.939999998,0.959999979,0.879999995,0.879999995,0.839999974,0.939999998,0.939999998,0.899999976,0.899999976,0.959999979,0.939999998,0.839999974,0.959999979,0.800000012,0.899999976,0.879999995,0.959999979,0.939999998,0.939999998,0.899999976,0.879999995,0.959999979,0.939999998,0.899999976,0.939999998,0.959999979,0.899999976,0.959999979,0.75999999,0.660000026,0.819999993,0.980000019,0.879999995,0.920000017,0.980000019,0.819999993,0.720000029,0.839999974,0.699999988,0.939999998,0.800000012,0.839999974,0.699999988,0.460000008,0.980000019,0.819999993,0.899999976,0.959999979,0.879999995,0.879999995,0.620000005,0.939999998,0.899999976,0.959999979,0.75999999,0.959999979,0.899999976,0.839999974,0.959999979
34,0.879999995,0.899999976,0.839999974,0.920000017,0.920000017,0.939999998,0.879999995,0.959999979,0.879999995,0.899999976,0.899999976,0.920000017,0.920000017,0.920000017,0.860000014,0.939999998,0.879999995,0.819999993,0.920000017,0.860000014,1,0.899999976,0.920000017,0.899999976,0.939999998,0.899999976,0.980000019,0.980000019,0.959999979,0.879999995,0.939999998,0.839999974,0.660000026,0.860000014,0.939999998,0.819999993,0.860000014,0.980000019,0.920000017,0.779999971,0.839999974,0.699999988,0.959999979,0.600000024,0.879999995,0.75999999,0.579999983,0.860000014,0.699999988,0.939999998,0.959999979,0.920000017,0.959999979,0.560000002,0.939999998,0.939999998,0.860000014,0.879999995,0.939999998,0.939999998,0.819999993,1
35,0.839999974,0.860000014,0.939999998,0.899999976,0.860000014,0.980000019,0.920000017,0.800000012,0.839999974,0.879999995,0.899999976,0.899999976,0.879999995,0.959999979,0.779999971,0.899999976,0.879999995,0.899999976,0.879999995,0.899999976,0.980000019,0.899999976,0.959999979,0.899999976,0.939999998,0.920000017,0.939999998,0.939999998,0.899999976,0.939999998,0.939999998,0.800000012,0.720000029,0.779999971,0.939999998,0.699999988,0.959999979,0.959999979,0.839999974,0.660000026,0.839999974,0.779999971,0.959999979,0.819999993,0.939999998,0.839999974,0.680000007,0.899999976,0.860000014,0.939999998,0.899999976,0.899999976,0.879999995,0.720000029,0.860000014,0.879999995,0.939999998,0.860000014,0.959999979,0.939999998,0.879999995,0.980000019
